rho,t_sweep,t_scaled,A_COM_MSD_mean,A_COM_MSD_sem,B_COM_MSD_mean,B_COM_MSD_sem,Full_COM_MSD_mean,Full_COM_MSD_sem
2.000000000000000000e+00,2.061000000000000000e+03,2.061000000000000054e-01,5.400439389118182021e+01,4.265418084027655654e-01,3.582267539843508786e+01,2.883444934016641814e-01,3.148317495460853621e+01,2.665243839451061358e-01
2.000000000000000000e+00,2.097000000000000000e+03,2.096999999999999975e-01,5.468071932247822531e+01,4.336194635319413071e-01,3.637925183812016883e+01,2.952930408417848707e-01,3.201279768015557181e+01,2.727085273804203402e-01
2.000000000000000000e+00,2.134000000000000000e+03,2.134000000000000064e-01,5.537004130429046000e+01,4.411280687770523512e-01,3.695150794141262196e+01,3.024354943680936936e-01,3.255600229801664369e+01,2.791893760861531848e-01
2.000000000000000000e+00,2.172000000000000000e+03,2.172000000000000042e-01,5.607618499156432534e+01,4.491948161543203311e-01,3.753597087884654826e+01,3.097830971945855216e-01,3.311422402291243827e+01,2.859481476200050887e-01
2.000000000000000000e+00,2.210000000000000000e+03,2.210000000000000020e-01,5.677864529376065406e+01,4.573006460697288666e-01,3.811711407047766187e+01,3.169734827024314749e-01,3.367228417761680959e+01,2.926722819422309940e-01
2.000000000000000000e+00,2.249000000000000000e+03,2.248999999999999888e-01,5.749395680341169879e+01,4.658201056482927926e-01,3.871318361563060506e+01,3.243666980936313893e-01,3.424441954461650539e+01,2.995760182868288934e-01
2.000000000000000000e+00,2.289000000000000000e+03,2.288999999999999924e-01,5.821976771480748880e+01,4.745918148729728614e-01,3.932342667183540641e+01,3.321271909583812798e-01,3.482970456326867748e+01,3.066264982711909282e-01
2.000000000000000000e+00,2.329000000000000000e+03,2.328999999999999959e-01,5.894191880029023878e+01,4.837747600366332223e-01,3.993063267888302192e+01,3.398969356210809201e-01,3.541429619768280901e+01,3.140093150388330590e-01
2.000000000000000000e+00,2.370000000000000000e+03,2.369999999999999885e-01,5.967570801881859666e+01,4.935423549657714237e-01,4.055229049780321304e+01,3.478088220755846116e-01,3.601268991042687162e+01,3.219018832005682840e-01
2.000000000000000000e+00,2.412000000000000000e+03,2.411999999999999977e-01,6.041597974797812753e+01,5.035121490592608939e-01,4.118420625407235036e+01,3.559801400612089828e-01,3.662256336255848765e+01,3.300995307603223905e-01
2.000000000000000000e+00,2.454000000000000000e+03,2.454000000000000070e-01,6.115219440266926654e+01,5.130678834468632710e-01,4.181299957238506693e+01,3.640644610557581262e-01,3.723126166191421760e+01,3.383707376808675615e-01
2.000000000000000000e+00,2.498000000000000000e+03,2.497999999999999943e-01,6.192595932592143981e+01,5.232993009723830857e-01,4.246987690536199977e+01,3.724324515182546036e-01,3.787053498320860712e+01,3.471954995483158557e-01
2.000000000000000000e+00,2.542000000000000000e+03,2.541999999999999815e-01,6.269862200610030101e+01,5.333721181425399305e-01,4.312589281570814848e+01,3.810277892129488309e-01,3.851028697010332991e+01,3.559843915543559056e-01
2.000000000000000000e+00,2.586000000000000000e+03,2.585999999999999965e-01,6.346725734594156165e+01,5.432340995586917298e-01,4.378165230024950461e+01,3.896438533843927798e-01,3.915046263361200118e+01,3.647045744732255179e-01
2.000000000000000000e+00,2.632000000000000000e+03,2.631999999999999895e-01,6.425867052954589553e+01,5.534177076656474625e-01,4.446874831884007762e+01,3.987063354520643532e-01,3.981767550265062283e+01,3.738092058578695864e-01
2.000000000000000000e+00,2.678000000000000000e+03,2.677999999999999825e-01,6.503842762499161267e+01,5.638076536617628864e-01,4.515175888533268278e+01,4.078637458451064290e-01,4.048168061811461627e+01,3.831338266126366188e-01
2.000000000000000000e+00,2.725000000000000000e+03,2.725000000000000200e-01,6.582906797164987722e+01,5.739552360823622079e-01,4.584813590509013892e+01,4.171425054898584284e-01,4.115997489591499914e+01,3.926387540654520114e-01
2.000000000000000000e+00,2.773000000000000000e+03,2.772999999999999909e-01,6.663314579378779001e+01,5.842889382256740705e-01,4.655874125723873647e+01,4.266348825134120837e-01,4.185223234542269211e+01,4.026301239382149566e-01
2.000000000000000000e+00,2.822000000000000000e+03,2.822000000000000064e-01,6.744867288892992008e+01,5.946466187478958165e-01,4.728614670126408726e+01,4.364276401964167773e-01,4.255923947225839754e+01,4.129169182196897880e-01
2.000000000000000000e+00,2.872000000000000000e+03,2.872000000000000108e-01,6.827226200653124977e+01,6.051158567016482470e-01,4.802743743154091050e+01,4.467784172008184562e-01,4.327970305081024804e+01,4.234394573986669519e-01
2.000000000000000000e+00,2.923000000000000000e+03,2.923000000000000043e-01,6.910437111380294084e+01,6.156325684314112312e-01,4.878625553387573888e+01,4.575567627386356584e-01,4.401506742537828387e+01,4.343137432428553213e-01
2.000000000000000000e+00,2.974000000000000000e+03,2.973999999999999977e-01,6.994084247524189379e+01,6.266810849030564068e-01,4.954552235499214419e+01,4.686982063395033760e-01,4.475308724164950291e+01,4.453728965833810838e-01
2.000000000000000000e+00,3.026000000000000000e+03,3.025999999999999801e-01,7.079096444646684461e+01,6.382912170981016597e-01,5.031551478049432546e+01,4.804146167856985228e-01,4.550541873185795083e+01,4.568080685397277740e-01
2.000000000000000000e+00,3.080000000000000000e+03,3.079999999999999960e-01,7.165783380363977528e+01,6.505744411721013920e-01,5.111655438094781800e+01,4.925441795488857410e-01,4.628361012188234014e+01,4.686225126529624530e-01
2.000000000000000000e+00,3.134000000000000000e+03,3.134000000000000119e-01,7.252016640031285988e+01,6.622645977377863424e-01,5.191987641003831300e+01,5.043490704887093612e-01,4.706272949933261174e+01,4.802593437186839509e-01
2.000000000000000000e+00,3.189000000000000000e+03,3.189000000000000168e-01,7.339557978834413632e+01,6.742380920639090558e-01,5.273948104621973698e+01,5.163953943146244452e-01,4.785699043482947701e+01,4.920797827842684491e-01
2.000000000000000000e+00,3.245000000000000000e+03,3.245000000000000107e-01,7.427768974748920527e+01,6.863351955389702663e-01,5.357192818936804457e+01,5.286219064470958351e-01,4.866202968484728331e+01,5.042213430154407483e-01
2.000000000000000000e+00,3.303000000000000000e+03,3.302999999999999825e-01,7.518792299933642198e+01,6.985355395470547180e-01,5.443112177428874787e+01,5.412061677944426386e-01,4.949580456405124806e+01,5.167030090646266283e-01
2.000000000000000000e+00,3.361000000000000000e+03,3.361000000000000099e-01,7.610305423542307324e+01,7.118991108112557864e-01,5.528773596274828606e+01,5.539424893793509774e-01,5.033237042983825660e+01,5.294608098487164627e-01
2.000000000000000000e+00,3.420000000000000000e+03,3.420000000000000262e-01,7.702722332257486926e+01,7.253069570842483049e-01,5.615352914105142901e+01,5.672262840243249560e-01,5.118242768762442552e+01,5.429687092873242138e-01
2.000000000000000000e+00,3.480000000000000000e+03,3.479999999999999760e-01,7.796749003390527832e+01,7.393758313633856938e-01,5.703399016975964742e+01,5.809742832314035432e-01,5.204877071099988939e+01,5.572675425286193196e-01
2.000000000000000000e+00,3.542000000000000000e+03,3.542000000000000148e-01,7.893568336677961383e+01,7.542019621914836103e-01,5.794420791737432097e+01,5.957868877690477571e-01,5.294338893448851024e+01,5.724899019389806387e-01
2.000000000000000000e+00,3.604000000000000000e+03,3.603999999999999981e-01,7.989827882269902659e+01,7.693474383402307826e-01,5.885426178128890484e+01,6.108274606128405448e-01,5.383693525829956172e+01,5.878889049901392383e-01
2.000000000000000000e+00,3.667000000000000000e+03,3.667000000000000259e-01,8.087805582054301112e+01,7.852228501915669012e-01,5.977880530951316018e+01,6.263709032103715879e-01,5.474328186974577903e+01,6.035513138872039551e-01
2.000000000000000000e+00,3.732000000000000000e+03,3.731999999999999762e-01,8.188995006385908937e+01,8.021052584448312706e-01,6.072794954846651194e+01,6.423948395482750318e-01,5.567835057204413118e+01,6.200004302306701964e-01
2.000000000000000000e+00,3.798000000000000000e+03,3.798000000000000265e-01,8.291069164240836642e+01,8.192575800873305170e-01,6.169053478395396439e+01,6.591146259778727368e-01,5.662887737360591700e+01,6.368816684880345136e-01
2.000000000000000000e+00,3.865000000000000000e+03,3.865000000000000102e-01,8.394223742083069340e+01,8.369100081892655307e-01,6.266946796863517477e+01,6.766961819211471107e-01,5.759425280893023569e+01,6.542997638289294038e-01
2.000000000000000000e+00,3.933000000000000000e+03,3.932999999999999829e-01,8.498898959220923643e+01,8.552769671748814417e-01,6.366700198252377874e+01,6.948709263104499989e-01,5.857639093255502871e+01,6.721612124970490765e-01
2.000000000000000000e+00,4.002000000000000000e+03,4.002000000000000002e-01,8.604788428133316813e+01,8.737251640488835625e-01,6.468208149355966441e+01,7.134463426945407694e-01,5.957444147038645355e+01,6.903378509418894859e-01
2.000000000000000000e+00,4.072000000000000000e+03,4.072000000000000064e-01,8.711870082018431560e+01,8.922927794229899012e-01,6.571239791861043500e+01,7.325386924290649970e-01,6.058857992770243328e+01,7.086368306568782138e-01
2.000000000000000000e+00,4.144000000000000000e+03,4.143999999999999906e-01,8.822095635126800062e+01,9.115556359065346559e-01,6.677522067399269190e+01,7.526239765893573130e-01,6.163548572253642988e+01,7.277757141631204796e-01
2.000000000000000000e+00,4.217000000000000000e+03,4.217000000000000193e-01,8.933216220345269676e+01,9.317150056218007625e-01,6.785256854868866583e+01,7.735301046475047126e-01,6.269763043050026852e+01,7.477246490692235348e-01
2.000000000000000000e+00,4.291000000000000000e+03,4.290999999999999814e-01,9.045653328304790364e+01,9.516043409185227508e-01,6.894094572296812373e+01,7.955344815746590026e-01,6.377497753326218799e+01,7.681153073668808284e-01
2.000000000000000000e+00,4.367000000000000000e+03,4.366999999999999771e-01,9.160409926182889251e+01,9.722817405187103024e-01,7.006172180343202172e+01,8.189996396641197052e-01,6.488070736851483389e+01,7.892472354442114924e-01
2.000000000000000000e+00,4.444000000000000000e+03,4.444000000000000172e-01,9.277589512879868039e+01,9.937783281389016565e-01,7.119206018316388906e+01,8.433806784051615102e-01,6.600423172490401669e+01,8.114250372174207637e-01
2.000000000000000000e+00,4.522000000000000000e+03,4.521999999999999909e-01,9.396267535996653919e+01,1.015818034270757897e+00,7.233092142620184006e+01,8.679158638768589284e-01,6.713966352663408088e+01,8.343261042436325159e-01
2.000000000000000000e+00,4.602000000000000000e+03,4.601999999999999980e-01,9.518348410841161922e+01,1.038589102485961035e+00,7.349867410494755404e+01,8.934842194704684104e-01,6.830460586894025710e+01,8.581696665878082442e-01
2.000000000000000000e+00,4.683000000000000000e+03,4.682999999999999940e-01,9.643921154239595239e+01,1.062110426991713208e+00,7.468250209839131060e+01,9.192291792759557101e-01,6.949029804968898816e+01,8.826366107477990885e-01
2.000000000000000000e+00,4.766000000000000000e+03,4.766000000000000236e-01,9.772138569915243522e+01,1.086208328985588167e+00,7.589503193173617035e+01,9.458324784815342889e-01,7.070503684031118041e+01,9.078845808919133731e-01
2.000000000000000000e+00,4.849000000000000000e+03,4.848999999999999977e-01,9.899844001544249750e+01,1.108561185947577687e+00,7.710919795949097022e+01,9.725443292389590599e-01,7.191690406377092870e+01,9.325788300734378922e-01
2.000000000000000000e+00,4.935000000000000000e+03,4.934999999999999942e-01,1.003204249543255742e+02,1.131452725263762948e+00,7.837066604934187808e+01,1.000285493870606057e+00,7.317560506809472542e+01,9.577355429346686710e-01
2.000000000000000000e+00,5.022000000000000000e+03,5.021999999999999797e-01,1.016477366041668944e+02,1.153972965286094166e+00,7.964993797336329351e+01,1.028309555346615278e+00,7.444938483510884453e+01,9.832054569225174845e-01
2.000000000000000000e+00,5.110000000000000000e+03,5.110000000000000098e-01,1.029880607437066971e+02,1.177696566566970748e+00,8.094212528594255218e+01,1.056820470529208356e+00,7.573947646381702725e+01,1.009264327554758145e+00
2.000000000000000000e+00,5.200000000000000000e+03,5.200000000000000178e-01,1.043617762516010572e+02,1.201334278644768938e+00,8.226545430631040290e+01,1.085826621832877592e+00,7.706073883874054786e+01,1.035681513920200247e+00
2.000000000000000000e+00,5.292000000000000000e+03,5.292000000000000037e-01,1.057615805619945206e+02,1.225830476437403949e+00,8.362044882693110992e+01,1.115778659644371285e+00,7.841423673344199585e+01,1.062839957127876378e+00
2.000000000000000000e+00,5.385000000000000000e+03,5.384999999999999787e-01,1.071708055249652745e+02,1.250672473953407415e+00,8.498941828772019846e+01,1.146325419207423257e+00,7.978395305224114509e+01,1.090665650404557763e+00
2.000000000000000000e+00,5.480000000000000000e+03,5.480000000000000426e-01,1.086044970574917699e+02,1.277618893167897118e+00,8.638656626956475293e+01,1.178146745218878966e+00,8.118448753367678705e+01,1.120371791370468495e+00
2.000000000000000000e+00,5.577000000000000000e+03,5.576999999999999735e-01,1.100674670515981433e+02,1.306064216019906521e+00,8.780781356348329325e+01,1.210843374460823352e+00,8.261590052302008758e+01,1.151119614739375407e+00
2.000000000000000000e+00,5.675000000000000000e+03,5.675000000000000044e-01,1.115401526238306928e+02,1.335049438358746787e+00,8.924645350465496563e+01,1.244177713418192832e+00,8.406012907837066450e+01,1.182507367544762378e+00
2.000000000000000000e+00,5.775000000000000000e+03,5.775000000000000133e-01,1.130417926562610234e+02,1.363466841115958506e+00,9.072697988428839722e+01,1.277664656862916415e+00,8.553280576487746600e+01,1.214288253108772420e+00
2.000000000000000000e+00,5.876000000000000000e+03,5.876000000000000112e-01,1.145521085623076090e+02,1.392740346228197978e+00,9.221660075752647856e+01,1.311470805164089093e+00,8.701772049922590213e+01,1.246290263108596141e+00
2.000000000000000000e+00,5.980000000000000000e+03,5.979999999999999760e-01,1.161227811097777192e+02,1.425886319984109418e+00,9.374463509958850693e+01,1.346504191063413458e+00,8.855301364739993630e+01,1.280363958492900966e+00
2.000000000000000000e+00,6.085000000000000000e+03,6.085000000000000409e-01,1.177302582954684311e+02,1.460390708104214230e+00,9.529149340309298566e+01,1.381548918053678410e+00,9.011104267632070730e+01,1.314743146121724715e+00
2.000000000000000000e+00,6.193000000000000000e+03,6.192999999999999616e-01,1.193774916900872398e+02,1.496618481956290880e+00,9.688694314548131103e+01,1.417903972061068663e+00,9.171217013812287178e+01,1.350655270711004663e+00
2.000000000000000000e+00,6.302000000000000000e+03,6.301999999999999824e-01,1.210298425420672572e+02,1.533102760922992580e+00,9.850086642424956551e+01,1.455785981887139702e+00,9.333186796494977955e+01,1.387699601149267936e+00
2.000000000000000000e+00,6.413000000000000000e+03,6.412999999999999812e-01,1.226994237650442159e+02,1.573316155408107431e+00,1.001578478727200832e+02,1.495372380531756917e+00,9.498379813275792571e+01,1.426835436636078702e+00
2.000000000000000000e+00,6.526000000000000000e+03,6.525999999999999579e-01,1.244116332127400710e+02,1.615429356871201705e+00,1.018467005012856106e+02,1.535473779369656455e+00,9.666451889623431271e+01,1.467100574813624991e+00
2.000000000000000000e+00,6.641000000000000000e+03,6.641000000000000236e-01,1.261418874729126571e+02,1.657104138324141829e+00,1.035704008810080978e+02,1.576312086011729452e+00,9.837574723071682570e+01,1.508039145558836669e+00
2.000000000000000000e+00,6.757000000000000000e+03,6.756999999999999673e-01,1.278813668639376147e+02,1.698821708638755812e+00,1.053128395056416053e+02,1.618589735646436267e+00,1.001059426808230057e+02,1.550007189839119892e+00
2.000000000000000000e+00,6.877000000000000000e+03,6.876999999999999780e-01,1.296757622721042651e+02,1.742801966253596957e+00,1.071174428691659557e+02,1.663319752082942582e+00,1.019008454280852192e+02,1.594400214888769263e+00
2.000000000000000000e+00,6.998000000000000000e+03,6.997999999999999776e-01,1.314798053353298712e+02,1.786391320185989340e+00,1.089425258054811820e+02,1.709305179780475470e+00,1.037144934204846862e+02,1.639551090768173180e+00
2.000000000000000000e+00,7.121000000000000000e+03,7.120999999999999552e-01,1.333281438786453066e+02,1.830432002869269992e+00,1.108025150460350261e+02,1.757210575736356972e+00,1.055588270663630084e+02,1.686259745632615381e+00
2.000000000000000000e+00,7.246000000000000000e+03,7.246000000000000218e-01,1.352233666755807064e+02,1.875029126897651111e+00,1.126929577308201971e+02,1.806878686309050908e+00,1.074364510040718557e+02,1.733907038883638618e+00
2.000000000000000000e+00,7.374000000000000000e+03,7.374000000000000554e-01,1.371768546573305798e+02,1.923567420464479927e+00,1.146286757093605928e+02,1.858923566858329490e+00,1.093632199683125634e+02,1.784103341692609757e+00
2.000000000000000000e+00,7.504000000000000000e+03,7.503999999999999559e-01,1.391676704822675390e+02,1.975696584213206375e+00,1.165886499757820474e+02,1.914064260301126863e+00,1.113263067173288476e+02,1.836709916411072729e+00
2.000000000000000000e+00,7.636000000000000000e+03,7.635999999999999455e-01,1.411930967965808748e+02,2.027508165038883092e+00,1.185778049693190042e+02,1.970064212714549567e+00,1.133216250822509750e+02,1.889704804656897164e+00
2.000000000000000000e+00,7.771000000000000000e+03,7.771000000000000130e-01,1.432710182661913052e+02,2.082308209753140460e+00,1.206185934552056409e+02,2.027769008516196791e+00,1.153702588951206849e+02,1.945162474368071104e+00
2.000000000000000000e+00,7.908000000000000000e+03,7.907999999999999474e-01,1.453751868875728235e+02,2.140860955955712353e+00,1.226893667917039608e+02,2.088469363097461340e+00,1.174491392443200510e+02,2.003107843236670682e+00
2.000000000000000000e+00,8.047000000000000000e+03,8.046999999999999709e-01,1.475148555632061118e+02,2.203282964341648942e+00,1.247934529246342237e+02,2.150834928465315432e+00,1.195605573743841887e+02,2.063541716698876538e+00
2.000000000000000000e+00,8.189000000000000000e+03,8.188999999999999613e-01,1.497162897293931110e+02,2.267789583403572173e+00,1.269334634373810502e+02,2.215739024393789336e+00,1.217169017845274226e+02,2.125231130568059790e+00
2.000000000000000000e+00,8.333000000000000000e+03,8.333000000000000407e-01,1.519315416115156268e+02,2.332969568002639882e+00,1.291115971698982321e+02,2.282420031623493717e+00,1.239115733436692750e+02,2.188105370294349594e+00
2.000000000000000000e+00,8.480000000000000000e+03,8.479999999999999760e-01,1.541824380537067327e+02,2.396680913658977730e+00,1.313329221163944851e+02,2.351254549193096732e+00,1.261537806583353785e+02,2.252073516687587151e+00
2.000000000000000000e+00,8.629000000000000000e+03,8.629000000000000004e-01,1.564589208034296917e+02,2.459590084396925835e+00,1.335804084593894459e+02,2.420189130724229365e+00,1.284276276025243249e+02,2.316408183168805923e+00
2.000000000000000000e+00,8.781000000000000000e+03,8.780999999999999917e-01,1.587816983552726526e+02,2.524280803535408069e+00,1.358708134542073651e+02,2.489788471539692960e+00,1.307447977079595773e+02,2.383260707774789378e+00
2.000000000000000000e+00,8.936000000000000000e+03,8.935999999999999499e-01,1.611434245719420062e+02,2.590346917393021808e+00,1.382033888209187751e+02,2.562062634675657868e+00,1.330974735091112393e+02,2.452115240237602301e+00
2.000000000000000000e+00,9.093000000000000000e+03,9.092999999999999972e-01,1.635494888358369963e+02,2.662707596393677267e+00,1.405765679120623020e+02,2.636515441280681937e+00,1.354946065180181449e+02,2.524650685560568597e+00
2.000000000000000000e+00,9.253000000000000000e+03,9.253000000000000114e-01,1.660197653381861471e+02,2.739852787111131782e+00,1.430061816187377133e+02,2.712663465886167469e+00,1.379537159558792609e+02,2.599774919824283881e+00
2.000000000000000000e+00,9.416000000000000000e+03,9.415999999999999925e-01,1.685693840153218730e+02,2.816584516202042643e+00,1.454714310041185570e+02,2.791599293194409803e+00,1.404598262867340281e+02,2.677539949781773565e+00
2.000000000000000000e+00,9.582000000000000000e+03,9.582000000000000517e-01,1.711532094659806660e+02,2.895466495613535862e+00,1.479851292194952350e+02,2.873110916463835984e+00,1.429986877593303802e+02,2.756535930317650429e+00
2.000000000000000000e+00,9.751000000000000000e+03,9.750999999999999668e-01,1.737892067746844305e+02,2.973533857364231814e+00,1.505391240625922649e+02,2.955418106777274012e+00,1.455831701359981025e+02,2.836755147865797078e+00
2.000000000000000000e+00,9.923000000000000000e+03,9.922999999999999599e-01,1.764692419976375106e+02,3.054891285023814795e+00,1.531294187182427606e+02,3.039620897163498814e+00,1.482113319459566583e+02,2.918280466021275998e+00
2.000000000000000000e+00,1.009700000000000000e+04,1.009700000000000042e+00,1.791836785978165096e+02,3.140141759396138266e+00,1.557604866230619223e+02,3.127193778861972362e+00,1.508843441458945165e+02,3.002822734029977347e+00
2.000000000000000000e+00,1.027500000000000000e+04,1.027500000000000080e+00,1.819631181208734745e+02,3.227196003479349429e+00,1.584556620646331169e+02,3.217238142642508958e+00,1.536223237442172547e+02,3.089750846165663312e+00
2.000000000000000000e+00,1.045600000000000000e+04,1.045600000000000085e+00,1.847711317949669194e+02,3.312196068955036488e+00,1.611916365087666350e+02,3.308866351292769625e+00,1.563896913311831725e+02,3.177908871967016324e+00
2.000000000000000000e+00,1.064100000000000000e+04,1.064100000000000046e+00,1.876263239661564910e+02,3.400483424154882250e+00,1.640029475421224276e+02,3.405061175368101711e+00,1.592112271813808491e+02,3.268782178137801253e+00
2.000000000000000000e+00,1.082800000000000000e+04,1.082799999999999985e+00,1.904865050328981226e+02,3.488670360888888045e+00,1.668535568127203135e+02,3.503316054579228567e+00,1.620535093923163004e+02,3.361839157518898613e+00
2.000000000000000000e+00,1.101900000000000000e+04,1.101900000000000102e+00,1.934005860530709526e+02,3.577061792044005983e+00,1.697719327184180997e+02,3.604433120911907373e+00,1.649679879497721515e+02,3.457367511406159277e+00
2.000000000000000000e+00,1.121300000000000000e+04,1.121299999999999963e+00,1.963827807144938333e+02,3.667632201243661516e+00,1.727055862092570067e+02,3.707610883469060870e+00,1.679294328847089162e+02,3.553970781353011255e+00
2.000000000000000000e+00,1.141000000000000000e+04,1.141000000000000014e+00,1.994409413335032184e+02,3.757682918259379168e+00,1.756512468788627359e+02,3.813287506428465257e+00,1.709324975183174615e+02,3.651420795041190104e+00
2.000000000000000000e+00,1.161100000000000000e+04,1.161100000000000021e+00,2.025744120691882983e+02,3.847371081623494060e+00,1.786628737910867244e+02,3.921827096924976441e+00,1.739997828377881604e+02,3.752071513538952185e+00
2.000000000000000000e+00,1.181600000000000000e+04,1.181599999999999984e+00,2.057641909402172189e+02,3.936109952159775993e+00,1.817759364745925268e+02,4.031565925585417709e+00,1.771412315283796204e+02,3.856106944669904557e+00
2.000000000000000000e+00,1.202400000000000000e+04,1.202399999999999913e+00,2.089876187376309815e+02,4.025629286375776772e+00,1.849444443044288846e+02,4.140234187407573430e+00,1.803254838264883801e+02,3.961656391335282912e+00
2.000000000000000000e+00,1.223600000000000000e+04,1.223600000000000021e+00,2.122609010883707299e+02,4.124082672085445544e+00,1.881808228399901282e+02,4.251360136993850958e+00,1.835788179807834979e+02,4.071925815351940869e+00
2.000000000000000000e+00,1.245100000000000000e+04,1.245100000000000096e+00,2.156127030539448128e+02,4.233308858551521503e+00,1.914604530042132637e+02,4.366618604121704550e+00,1.868804603201788268e+02,4.187132646755716614e+00
2.000000000000000000e+00,1.267100000000000000e+04,1.267099999999999893e+00,2.190437954277277584e+02,4.347892307013209390e+00,1.948325137081216099e+02,4.484583288807132639e+00,1.902693024195416456e+02,4.305488373668266533e+00
2.000000000000000000e+00,1.289400000000000000e+04,1.289400000000000102e+00,2.224817118914557454e+02,4.466219627467006958e+00,1.982797657561890787e+02,4.608158517877575022e+00,1.937142306843391282e+02,4.428817395003366464e+00
2.000000000000000000e+00,1.312100000000000000e+04,1.312100000000000044e+00,2.259635416028003192e+02,4.587450052355836583e+00,2.018118985729046813e+02,4.735511101216058449e+00,1.972188934677637633e+02,4.554886001092254944e+00
2.000000000000000000e+00,1.335200000000000000e+04,1.335199999999999942e+00,2.294340814153352142e+02,4.712665685171647745e+00,2.053578370377300644e+02,4.866906441495324920e+00,2.007445027051956288e+02,4.684652968917264459e+00
2.000000000000000000e+00,1.358700000000000000e+04,1.358700000000000019e+00,2.329827494084682940e+02,4.838318912837943131e+00,2.089581849574477985e+02,5.003612696396505299e+00,2.043226849303304107e+02,4.817850972530832721e+00
2.000000000000000000e+00,1.382700000000000000e+04,1.382700000000000040e+00,2.366289241911322847e+02,4.963363585643061349e+00,2.126317366942691365e+02,5.145828604900733794e+00,2.079804019066361320e+02,4.954100920868590663e+00
2.000000000000000000e+00,1.407000000000000000e+04,1.407000000000000028e+00,2.403088485712180784e+02,5.096878288962228609e+00,2.163430940806565559e+02,5.291989596973206034e+00,2.116762814400606771e+02,5.094759076784060703e+00
2.000000000000000000e+00,1.431800000000000000e+04,1.431799999999999962e+00,2.440326123167368166e+02,5.232359332743606650e+00,2.201517001704170013e+02,5.442284539607647353e+00,2.154478282338741622e+02,5.238517844195158979e+00
2.000000000000000000e+00,1.457000000000000000e+04,1.457000000000000073e+00,2.478079957890730611e+02,5.372955729560043636e+00,2.240543482869582590e+02,5.598834266682991334e+00,2.192735620601103506e+02,5.388809390208232131e+00
2.000000000000000000e+00,1.482700000000000000e+04,1.482699999999999907e+00,2.516740713000455401e+02,5.514545814850754013e+00,2.280219729273801192e+02,5.755983121051807316e+00,2.231777351820603599e+02,5.540843578005532066e+00
2.000000000000000000e+00,1.508800000000000000e+04,1.508799999999999919e+00,2.556312055708580715e+02,5.662533739196377702e+00,2.320870781635499611e+02,5.916321775259772764e+00,2.271682435385347958e+02,5.697791192636110225e+00
2.000000000000000000e+00,1.535400000000000000e+04,1.535400000000000098e+00,2.596962900291437677e+02,5.817062453775828423e+00,2.362479261607196577e+02,6.082774995780196647e+00,2.312705558700929771e+02,5.861251911072764997e+00
2.000000000000000000e+00,1.562400000000000000e+04,1.562400000000000011e+00,2.638148177051206176e+02,5.977231138672636668e+00,2.404765244080099649e+02,6.254412610197817912e+00,2.354476190495900312e+02,6.028679648820205905e+00
2.000000000000000000e+00,1.590000000000000000e+04,1.590000000000000080e+00,2.680306648775424492e+02,6.145745035085886876e+00,2.448198798502281477e+02,6.435592351336653749e+00,2.397218699186812216e+02,6.202230244166715423e+00
2.000000000000000000e+00,1.618000000000000000e+04,1.618000000000000105e+00,2.723674935503283905e+02,6.322981302178110496e+00,2.492603063574382816e+02,6.618904014220570176e+00,2.440691778292325296e+02,6.380122508440304152e+00
2.000000000000000000e+00,1.646500000000000000e+04,1.646500000000000075e+00,2.768847468579672295e+02,6.502389288134648559e+00,2.537609173401099554e+02,6.799438305999025545e+00,2.485305412267462941e+02,6.560666652160145773e+00
2.000000000000000000e+00,1.675500000000000000e+04,1.675499999999999989e+00,2.813959467908446186e+02,6.688020475282629995e+00,2.583629663723489216e+02,6.979414926532001573e+00,2.530848294156645579e+02,6.744249982227264795e+00
2.000000000000000000e+00,1.705000000000000000e+04,1.705000000000000071e+00,2.859686205191158592e+02,6.879961212810710158e+00,2.630417828660533814e+02,7.165949334113210334e+00,2.577285688457773176e+02,6.933780238371625160e+00
2.000000000000000000e+00,1.735000000000000000e+04,1.735000000000000098e+00,2.905441345980723895e+02,7.077149900235731650e+00,2.677778662664937315e+02,7.359137142895844086e+00,2.624167882885579957e+02,7.127156106144640901e+00
2.000000000000000000e+00,1.765600000000000000e+04,1.765600000000000058e+00,2.951862200244299856e+02,7.272600583033559829e+00,2.725846877143952725e+02,7.558637680647566803e+00,2.671572274333865948e+02,7.324719937480578480e+00
2.000000000000000000e+00,1.796700000000000000e+04,1.796699999999999964e+00,2.998921886598185438e+02,7.473347298835337327e+00,2.774775204969726587e+02,7.764353724901160270e+00,2.719527588238150884e+02,7.529766663928056047e+00
2.000000000000000000e+00,1.828300000000000000e+04,1.828300000000000036e+00,3.047676950356786847e+02,7.674408499432585629e+00,2.824466751968618610e+02,7.974918078951103162e+00,2.768710781521151034e+02,7.740446587000647582e+00
2.000000000000000000e+00,1.860600000000000000e+04,1.860600000000000032e+00,3.098325198225436452e+02,7.878595164819969909e+00,2.875349206471132675e+02,8.191686753563283574e+00,2.819271413526792003e+02,7.956044924402723595e+00
2.000000000000000000e+00,1.893300000000000000e+04,1.893299999999999983e+00,3.150764522014570161e+02,8.085090486669216148e+00,2.926920342026223807e+02,8.412576881900010406e+00,2.870927988704195286e+02,8.174452903137208182e+00
